,animal,birthdate,genotype,recording,start,cell,dt,end,angiotensin,potassium,pos,ctrl,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,control,genotype_2,activity_pos2,freq_pos2,perf_change,sex,exp,freq_exist,count,rel_activity,rel_intraburst_freq
544,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,0,Mean25,0.1,4500,500,4.0,1,,0.0,,3300,4500,0.7416666666666667,89,120.0,,1.1041405269761606,89.0,79.7,1.0,0.0083333333333333,0.7416666666666667,1.1041405269761606,y,wt_ctrl,,,,,,1.0,12,1.1877664504170529,1.3071957027352168
545,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,0,Mean4,0.1,4500,500,4.0,1,,0.0,,3300,4500,0.3333333333333333,40,120.0,41.6,0.7217624815038088,15.5,19.950000000000003,2.0,0.0166666666666666,0.3333333333333333,0.7217624815038088,y,wt_ctrl,,,,,,1.0,12,0.5338276181649676,0.8544970419672459
546,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,0,Mean40,0.1,4500,500,4.0,1,,0.0,,3300,4500,0.3749999999999999,45,120.0,,1.2244897959183674,,,,,0.3749999999999999,1.2244897959183674,y,wt_ctrl,,,,,,1.0,12,0.6005560704355883,1.4496776091094172
547,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,0,Mean42,0.1,4500,500,4.0,1,,0.0,,3300,4500,0.2749999999999999,33,120.0,4.5,0.5491071428571428,13.0,22.4,2.0,0.0166666666666666,0.2749999999999999,0.5491071428571428,y,wt_ctrl,,,,,,1.0,12,0.4404077849860981,0.6500898028350042
548,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,0,Mean43,0.1,4500,500,4.0,1,,0.0,,3300,4500,0.7416666666666667,89,120.0,,1.1408450704225352,,,,,0.7416666666666667,1.1408450704225352,y,wt_ctrl,,,,,,1.0,12,1.1877664504170529,1.3506503358110977
549,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,0,Mean44,0.1,4500,500,4.0,1,,0.0,,3300,4500,0.3,36,120.0,,0.96875,,,,,0.3,0.96875,y,wt_ctrl,,,,,,1.0,12,0.4804448563484708,1.146906400123544
550,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,0,Mean8,0.1,4500,500,4.0,1,,0.0,,3300,4500,1.1916666666666669,143,120.0,,1.7129071170084436,,,,,1.1916666666666669,1.7129071170084436,y,wt_ctrl,,,,,,1.0,12,1.9084337349397593,2.027916526775899
551,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,0,Mean9,0.1,4500,500,4.0,1,,0.0,,3300,4500,0.8583333333333333,103,120.0,,1.1929824561403506,,,,,0.8583333333333333,1.1929824561403506,y,wt_ctrl,,,,,,1.0,12,1.3746061167747914,1.4123759630270691
552,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean10,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.0999999999999999,12,120.0,,,,,,,0.4833333333333333,1.1176470588235292,y,wt_ctrl,0.0999999999999999,,,,,,8,0.24259441246665703,
553,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean14,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.6,72,120.0,,0.9568733153638814,,,,,0.9583333333333334,1.3317757009345792,y,wt_ctrl,0.6,0.9568733153638814,,,,1.0,8,1.4555664747999437,1.2051148266755731
554,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean15,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.0,0,120.0,,,,,,,0.5916666666666667,0.85995085995086,y,wt_ctrl,0.0,,,,,,8,0.0,
555,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean24,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.3166666666666666,38,120.0,4.0,0.6152164249930923,16.0,24.700000000000003,2.0,0.0166666666666666,0.3083333333333333,0.6987951807228915,y,wt_ctrl,0.3166666666666666,0.6152164249930923,,,,1.0,8,0.768215639477748,0.7748219366861252
556,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean25,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.4916666666666666,59,120.0,,0.904836193447738,,,,,0.7416666666666667,1.1041405269761606,y,wt_ctrl,0.4916666666666666,0.904836193447738,,,,1.0,8,1.1927558612943983,1.1395777214477811
557,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean4,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.1666666666666666,20,120.0,,0.5610561056105611,,,,,0.3333333333333333,0.7217624815038088,y,wt_ctrl,0.1666666666666666,0.5610561056105611,,,,1.0,8,0.40432402077776197,0.706610813168116
558,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean40,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.0,0,120.0,,,,,,,0.3749999999999999,1.2244897959183674,y,wt_ctrl,0.0,,,,,,8,0.0,
559,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean42,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.2416666666666666,29,120.0,,0.3971631205673759,29.0,70.5,1.0,0.0083333333333333,0.2749999999999999,0.5491071428571428,y,wt_ctrl,0.2416666666666666,0.3971631205673759,,,,1.0,8,0.586269830127755,0.5001990937770794
560,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean43,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.4499999999999999,54,120.0,18.3,0.7573815055090178,36.0,45.7,2.0,0.0166666666666666,0.7416666666666667,1.1408450704225352,y,wt_ctrl,0.4499999999999999,0.7573815055090178,,,,1.0,8,1.0916748560999576,0.9538688842960256
561,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean44,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.0499999999999999,6,120.0,,,,,,,0.3,0.96875,y,wt_ctrl,0.0499999999999999,,,,,,8,0.1212972062333284,
562,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean8,0.1,12900,500,4.0,2,,0.0,,7801,9001,1.075,129,120.0,,1.158371040723982,,,,,1.1916666666666669,1.7129071170084436,y,wt_ctrl,1.075,1.158371040723982,,,,1.0,8,2.607889934016566,1.4588870789412942
563,4719,2021-09-23,wt,211214_slice04_rec01_ctrl_Results.csv,4501,Mean9,0.1,12900,500,4.0,2,,0.0,,7801,9001,0.4916666666666666,59,120.0,,0.9682804674457428,,,,,0.8583333333333333,1.1929824561403506,y,wt_ctrl,0.4916666666666666,0.9682804674457428,,,,1.0,8,1.1927558612943983,1.2194813346377755
564,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,0,Mean1,0.1,5500,500,4.0,1,,0.0,,4300,5500,1.3833333333333333,166,120.0,1.9,1.3976820389067317,,,,,1.3833333333333333,1.3976820389067317,y,KO_ctrl,,,,,,1.0,8,1.1258375551560715,0.9883116145606139
565,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,0,Mean10,0.1,5500,500,4.0,1,,0.0,,4300,5500,1.3166666666666664,158,120.0,4.05,1.3416879255794527,57.5,39.8,3.0,0.025,1.3166666666666664,1.3416879255794527,y,KO_ctrl,,,,,,1.0,8,1.071580323582285,0.9487177505715911
566,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,0,Mean11,0.1,5500,500,4.0,1,,0.0,,4300,5500,0.7749999999999999,93,120.0,18.766666666666666,1.2577425744133757,16.0,12.125,4.0,0.0333333333333333,0.7749999999999999,1.2577425744133757,y,KO_ctrl,,,,,,1.0,8,0.630740317045269,0.889359353428062
567,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,0,Mean13,0.1,5500,500,4.0,1,,0.0,,4300,5500,1.1,132,120.0,6.120000000000001,1.518282491660434,19.0,11.716666666666669,6.0,0.05,1.1,1.518282491660434,y,KO_ctrl,,,,,,1.0,8,0.8952443209674787,1.0735891132047144
568,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,0,Mean18,0.1,5500,500,4.0,1,,0.0,,4300,5500,1.5166666666666666,182,120.0,2.2,1.546533206980968,51.0,33.5,2.0,0.0166666666666666,1.5166666666666666,1.546533206980968,y,KO_ctrl,,,,,,1.0,8,1.2343520183036447,1.093565409167399
569,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,0,Mean2,0.1,5500,500,4.0,1,,0.0,,4300,5500,1.3083333333333331,157,120.0,4.420000000000001,1.5649676512144632,26.2,16.240000000000002,6.0,0.05,1.3083333333333331,1.5649676512144632,y,KO_ctrl,,,,,,1.0,8,1.0647981696355615,1.1066005450829925
570,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,0,Mean20,0.1,5500,500,4.0,1,,0.0,,4300,5500,1.1416666666666666,137,120.0,12.7,1.348875999278716,49.0,39.3,2.0,0.0166666666666666,1.1416666666666666,1.348875999278716,y,KO_ctrl,,,,,,1.0,8,0.9291550907010953,0.9538004922292406
571,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,0,Mean5,0.1,5500,500,4.0,1,,0.0,,4300,5500,0.5083333333333333,61,120.0,,1.048951048951049,16.0,14.3,1.0,0.0083333333333333,0.5083333333333333,1.048951048951049,y,KO_ctrl,,,,,,1.0,8,0.4137113907501227,0.7417212756019681
572,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,5501,Mean1,0.1,27000,500,4.0,2,,0.0,,8801,10001,1.2833333333333332,154,120.0,3.25,1.3385569766687342,41.0,31.3,3.0,0.025,1.3833333333333333,1.3976820389067317,y,KO_ctrl,1.2833333333333332,1.3385569766687342,,,,1.0,8,1.4278373547810543,0.9778371134800434
573,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,5501,Mean10,0.1,27000,500,4.0,2,,0.0,,8801,10001,0.575,69,120.0,21.8,1.069192740462375,16.333333333333332,14.6,3.0,0.025,1.3166666666666664,1.3416879255794527,y,KO_ctrl,0.575,1.069192740462375,,,,1.0,8,0.6397453083109919,0.7810622642970879
574,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,5501,Mean11,0.1,27000,500,4.0,2,,0.0,,8801,10001,0.3416666666666666,41,120.0,,1.0752688172043008,11.0,9.3,1.0,0.0083333333333333,0.7749999999999999,1.2577425744133757,y,KO_ctrl,0.3416666666666666,1.0752688172043008,,,,1.0,8,0.3801385165326183,0.7855009347804277
575,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,5501,Mean13,0.1,27000,500,4.0,2,,0.0,,8801,10001,1.35,162,120.0,2.1,1.389886802841487,20.0,14.233333333333334,5.0,0.0416666666666666,1.1,1.518282491660434,y,KO_ctrl,1.35,1.389886802841487,,,,1.0,8,1.5020107238605898,1.0153343660700007
576,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,5501,Mean18,0.1,27000,500,4.0,2,,0.0,,8801,10001,1.9916666666666665,239,120.0,,1.988304093567252,,,,,1.5166666666666666,1.546533206980968,y,KO_ctrl,1.9916666666666665,1.988304093567252,,,,1.0,8,2.215929401251117,1.45248769343609
577,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,5501,Mean2,0.1,27000,500,4.0,2,,0.0,,8801,10001,1.1833333333333331,142,120.0,4.95,1.569646159719286,22.2,14.080000000000002,5.0,0.0416666666666666,1.3083333333333331,1.5649676512144632,y,KO_ctrl,1.1833333333333331,1.569646159719286,,,,1.0,8,1.3165773011617512,1.1466514289326275
578,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,5501,Mean20,0.1,27000,500,4.0,2,,0.0,,8801,10001,1.0416666666666667,125,120.0,23.4,1.5851233094669848,60.0,35.4,2.0,0.0166666666666666,1.1416666666666666,1.348875999278716,y,KO_ctrl,1.0416666666666667,1.5851233094669848,,,,1.0,8,1.158958891867739,1.1579577324355628
579,4653,2021-08-29,KO,220128_slice05_rec01_ctrl_Results.csv,5501,Mean5,0.1,27000,500,4.0,2,,0.0,,8801,10001,0.7249999999999999,87,120.0,10.766666666666667,1.30096006512115,15.0,11.0,4.0,0.0333333333333333,0.5083333333333333,1.048951048951049,y,KO_ctrl,0.7249999999999999,1.30096006512115,,,,1.0,8,0.8066353887399461,0.9503719729561428
580,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,0,Mean1,0.1,5150,500,4.0,1,,0.0,,3950,5150,1.7499999999999998,210,120.0,,1.7681895093062605,,,,,1.7499999999999998,1.7681895093062605,y,KO_ctrl,,,,,,1.0,7,1.4242523288118976,1.250300268692387
581,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,0,Mean11,0.1,5150,500,4.0,1,,0.0,,3950,5150,1.4999999999999998,180,120.0,2.2,1.5059507827421588,27.5,17.200000000000003,3.0,0.025,1.4999999999999998,1.5059507827421588,y,KO_ctrl,,,,,,1.0,7,1.220787710410198,1.0648692679093958
582,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,0,Mean2,0.1,5150,500,4.0,1,,0.0,,3950,5150,1.1833333333333331,142,120.0,8.366666666666667,1.327502615087684,45.0,30.700000000000003,4.0,0.0333333333333333,1.1833333333333331,1.327502615087684,y,KO_ctrl,,,,,,1.0,7,0.9630658604347117,0.9386872094864889
583,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,0,Mean3,0.1,5150,500,4.0,1,,0.0,,3950,5150,1.6333333333333333,196,120.0,11.8,1.8013581516903914,,,,,1.6333333333333333,1.8013581516903914,y,KO_ctrl,,,,,,1.0,7,1.3293021735577712,1.2737540683370367
584,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,0,Mean4,0.1,5150,500,4.0,1,,0.0,,3950,5150,0.1916666666666666,23,120.0,,1.4482758620689653,22.0,14.5,1.0,0.0083333333333333,0.1916666666666666,1.4482758620689653,y,KO_ctrl,,,,,,1.0,7,0.15598954077463636,1.0240868922449242
585,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,0,Mean6,0.1,5150,500,4.0,1,,0.0,,3950,5150,1.7916666666666663,215,120.0,,1.804384485666104,,,,,1.7916666666666663,1.804384485666104,y,KO_ctrl,,,,,,1.0,7,1.458163098545514,1.2758940121400462
586,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,0,Mean8,0.1,5150,500,4.0,1,,0.0,,3950,5150,1.625,195,120.0,,1.7853839037927843,,,,,1.625,1.7853839037927843,y,KO_ctrl,,,,,,1.0,7,1.322520019611048,1.2624585559875867
587,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,5151,Mean1,0.1,12000,500,4.0,2,,0.0,,8451,9651,1.7833333333333334,214,120.0,,1.780936454849498,,,,,1.7499999999999998,1.7681895093062605,y,KO_ctrl,1.7833333333333334,1.780936454849498,,,,1.0,5,1.9841376228775691,1.3010023425640045
588,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,5151,Mean11,0.1,12000,500,4.0,2,,0.0,,8451,9651,0.4333333333333333,52,120.0,19.1,1.4799518845228548,22.0,14.5,2.0,0.0166666666666666,1.4999999999999998,1.5059507827421588,y,KO_ctrl,0.4333333333333333,1.4799518845228548,,,,1.0,5,0.48212689901697936,1.0811283375121652
589,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,5151,Mean2,0.1,12000,500,4.0,2,,0.0,,8451,9651,0.8749999999999999,105,120.0,7.9,1.4414517305923034,17.5,11.4,4.0,0.0333333333333333,1.1833333333333331,1.327502615087684,y,KO_ctrl,0.8749999999999999,1.4414517305923034,,,,1.0,5,0.9735254691689006,1.0530033640936416
590,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,5151,Mean3,0.1,12000,500,4.0,2,,0.0,,8451,9651,1.4249999999999998,171,120.0,12.2,1.7894003738826718,98.0,52.900000000000006,2.0,0.0166666666666666,1.6333333333333333,1.8013581516903914,y,KO_ctrl,1.4249999999999998,1.7894003738826718,,,,1.0,5,1.5854557640750666,1.3071853697345959
591,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,5151,Mean4,0.1,12000,500,4.0,2,,0.0,,8451,9651,0.0583333333333333,7,120.0,,,,,,,0.1916666666666666,1.4482758620689653,y,KO_ctrl,0.0583333333333333,,,,,,5,0.06490169794459334,
592,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,5151,Mean6,0.1,12000,500,4.0,2,,0.0,,8451,9651,0.4583333333333332,55,120.0,,1.806020066889632,55.0,29.9,1.0,0.0083333333333333,1.7916666666666663,1.804384485666104,y,KO_ctrl,0.4583333333333332,1.806020066889632,,,,1.0,5,0.509941912421805,1.3193263192198357
593,4689,2021-09-10,KO,220211_slice05_rec01_ctrl_Results.csv,5151,Mean8,0.1,12000,500,4.0,2,,0.0,,8451,9651,0.0249999999999999,3,120.0,,,,,,,1.625,1.7853839037927843,y,KO_ctrl,0.0249999999999999,,,,,,5,0.027815013404825624,
594,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean1,0.1,3450,500,4.0,1,,0.0,,2250,3450,1.1,132,120.0,,1.0953177257525082,,,,,1.1,1.0953177257525082,y,wt_ctrl,,,,,,1.0,20,1.7616311399443931,1.2967503585386493
595,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean10,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.975,117,120.0,,0.9715242881072028,,,,,0.975,0.9715242881072028,y,wt_ctrl,,,,,,1.0,20,1.5614457831325301,1.150190889192899
596,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean12,0.1,3450,500,4.0,1,,0.0,,2250,3450,1.025,123,120.0,,1.0243492863140218,,,,,1.025,1.0243492863140218,y,wt_ctrl,,,,,,1.0,20,1.6415199258572752,1.2127305831592632
597,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean13,0.1,3450,500,4.0,1,,0.0,,2250,3450,1.2083333333333333,145,120.0,,1.2521891418563922,,,,,1.2083333333333333,1.2521891418563922,y,wt_ctrl,,,,,,1.0,20,1.9351251158480074,1.482470958410637
598,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean14,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.2333333333333333,28,120.0,,0.9278350515463916,,,,,0.2333333333333333,0.9278350515463916,y,wt_ctrl,,,,,,1.0,20,0.37367933271547726,1.0984670543251767
599,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean15,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.9916666666666666,119,120.0,,0.98744769874477,,,,,0.9916666666666666,0.98744769874477,y,wt_ctrl,,,,,,1.0,20,1.5881371640407784,1.1690426688801465
600,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean17,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.5,60,120.0,38.7,0.7291324575807334,,,,,0.5,0.7291324575807334,y,wt_ctrl,,,,,,1.0,20,0.8007414272474513,0.8632223815609308
601,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean18,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.8166666666666667,98,120.0,,0.8171861836562763,,,,,0.8166666666666667,0.8171861836562763,y,wt_ctrl,,,,,,1.0,20,1.3078776645041705,0.9674694855513983
602,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean19,0.1,3450,500,4.0,1,,0.0,,2250,3450,1.0083333333333333,121,120.0,,1.0126582278481011,,,,,1.0083333333333333,1.0126582278481011,y,wt_ctrl,,,,,,1.0,20,1.614828544949027,1.1988894995166486
603,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean2,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.9333333333333332,112,120.0,,0.9335576114381834,,,,,0.9333333333333332,0.9335576114381834,y,wt_ctrl,,,,,,1.0,20,1.494717330861909,1.105242012327743
604,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean20,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.675,81,120.0,,0.7400555041628122,,,,,0.675,0.7400555041628122,y,wt_ctrl,,,,,,1.0,20,1.0810009267840595,0.8761542133377914
605,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean21,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.2166666666666666,26,120.0,,0.6218905472636816,,,,,0.2166666666666666,0.6218905472636816,y,wt_ctrl,,,,,,1.0,20,0.3469879518072288,0.7362583213760514
606,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean23,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.5499999999999999,66,120.0,10.25,0.6978110583236622,25.5,31.4,3.0,0.025,0.5499999999999999,0.6978110583236622,y,wt_ctrl,,,,,,1.0,20,0.8808155699721963,0.8261408710899528
607,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean24,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.5249999999999999,63,120.0,7.4,0.608492738596845,22.0,34.35,3.0,0.025,0.5249999999999999,0.608492738596845,y,wt_ctrl,,,,,,1.0,20,0.8407784986098238,0.7203966104004379
608,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean3,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.3166666666666666,38,120.0,57.7,0.6331632653061224,26.0,39.2,2.0,0.0166666666666666,0.3166666666666666,0.6331632653061224,y,wt_ctrl,,,,,,1.0,20,0.5071362372567191,0.7496041303769944
609,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean4,0.1,3450,500,4.0,1,,0.0,,2250,3450,1.0833333333333333,130,120.0,,1.0904480135249364,,,,,1.0833333333333333,1.0904480135249364,y,wt_ctrl,,,,,,1.0,20,1.7349397590361446,1.290985089769037
610,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean6,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.7583333333333333,91,120.0,,1.1278195488721805,,,,,0.7583333333333333,1.1278195488721805,y,wt_ctrl,,,,,,1.0,20,1.2144578313253012,1.3352293768113053
611,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean7,0.1,3450,500,4.0,1,,0.0,,2250,3450,1.075,129,120.0,,1.0774410774410774,,,,,1.075,1.0774410774410774,y,wt_ctrl,,,,,,1.0,20,1.7215940685820204,1.2755861341658619
612,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean8,0.1,3450,500,4.0,1,,0.0,,2250,3450,0.9666666666666666,116,120.0,,0.9655751469353484,,,,,0.9666666666666666,0.9655751469353484,y,wt_ctrl,,,,,,1.0,20,1.5481000926784059,1.1431476808468466
613,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,0,Mean9,0.1,3450,500,4.0,1,,0.0,,2250,3450,1.1166666666666665,134,120.0,,1.1139028475711894,,,,,1.1166666666666665,1.1139028475711894,y,wt_ctrl,,,,,,1.0,20,1.788322520852641,1.3187533470918582
614,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean1,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.7999999999999999,96,120.0,,0.7929883138564273,,,,,1.1,1.0953177257525082,y,wt_ctrl,0.7999999999999999,0.7929883138564273,,,,1.0,16,1.9407552997332582,0.9987131619878334
615,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean10,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.7000000000000001,84,120.0,,0.6986531986531985,,,,,0.975,0.9715242881072028,y,wt_ctrl,0.7000000000000001,0.6986531986531985,,,,1.0,16,1.6981608872666012,0.8799047009489476
616,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean12,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.5166666666666666,62,120.0,,0.8714285714285714,,,,,1.025,1.0243492863140218,y,wt_ctrl,0.5166666666666666,0.8714285714285714,,,,1.0,16,1.2534044644110625,1.0975031646879232
617,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean13,0.1,17080,500,4.0,2,,0.0,,6751,7951,1.0166666666666666,122,120.0,,1.015952980688497,,,,,1.2083333333333333,1.2521891418563922,y,wt_ctrl,1.0166666666666666,1.015952980688497,,,,1.0,16,2.466376526744349,1.2795215213702096
618,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean14,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.0,0,120.0,,,,,,,0.2333333333333333,0.9278350515463916,y,wt_ctrl,0.0,,,,,,16,0.0,
619,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean15,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.9333333333333332,112,120.0,,0.9319899244332492,,,,,0.9916666666666666,0.98744769874477,y,wt_ctrl,0.9333333333333332,0.9319899244332492,,,,1.0,16,2.2642145163554677,1.1737759410916797
620,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean17,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.7083333333333333,85,120.0,,0.7355679702048417,,,,,0.5,0.7291324575807334,y,wt_ctrl,0.7083333333333333,0.7355679702048417,,,,1.0,16,1.718377088305489,0.9263962665574099
621,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean18,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.7416666666666667,89,120.0,,0.7413647851727043,,,,,0.8166666666666667,0.8171861836562763,y,wt_ctrl,0.7416666666666667,0.7413647851727043,,,,1.0,16,1.7992418924610416,0.9336969484273078
622,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean19,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.5666666666666667,68,120.0,,0.879265091863517,68.0,76.2,1.0,0.0083333333333333,1.0083333333333333,1.0126582278481011,y,wt_ctrl,0.5666666666666667,0.879265091863517,,,,1.0,16,1.3747016706443913,1.1073727125309496
623,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean2,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.7083333333333333,85,120.0,,0.7112616426756985,,,,,0.9333333333333332,0.9335576114381834,y,wt_ctrl,0.7083333333333333,0.7112616426756985,,,,1.0,16,1.718377088305489,0.8957841518531098
624,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean20,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.0,0,120.0,,,,,,,0.675,0.7400555041628122,y,wt_ctrl,0.0,,,,,,16,0.0,
625,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean21,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.425,51,120.0,,0.6127450980392156,,,,,0.2166666666666666,0.6218905472636816,y,wt_ctrl,0.425,0.6127450980392156,,,,1.0,16,1.0310262529832934,0.7717094737238289
626,4812,2021-10-21,wt,220217_slice01_rec01_ctrl_Results.csv,3451,Mean23,0.1,17080,500,4.0,2,,0.0,,6751,7951,0.075,9,120.0,,,,,,,0.5499999999999999,0.6978110583236622,y,wt_ctrl,0.075,,,,,,16,0.18194580934999297,
